model,element,stratification,stratum,n_variants,spearman
bilstm_ranking_seed42,MYCrs6983267,gc_context,0,550,0.05847439659427709
bilstm_ranking_seed42,MYCrs6983267,gc_context,1,255,0.0423780373771137
bilstm_ranking_seed42,MYCrs6983267,gc_context,2,248,0.09677366415001551
bilstm_ranking_seed42,MYCrs6983267,gc_context,3,311,0.3833566368533019
bilstm_ranking_seed42,PKLR,position,0,236,0.43081902531262484
bilstm_ranking_seed42,PKLR,position,1,185,0.5213079819745238
bilstm_ranking_seed42,PKLR,position,2,186,-0.13870251100254435
bilstm_ranking_seed42,PKLR,position,3,231,0.45266805537900084
bilstm_ranking_seed42,PKLR,position,4,187,0.2404639152074661
bilstm_ranking_seed42,PKLR,mutation_type,False,682,0.3396786495261371
bilstm_ranking_seed42,PKLR,mutation_type,True,343,0.2842403962570299
bilstm_ranking_seed42,PKLR,effect_size,0,272,0.05330858193853626
bilstm_ranking_seed42,PKLR,effect_size,1,261,0.11951229833527405
bilstm_ranking_seed42,PKLR,effect_size,2,241,0.1990731916327784
bilstm_ranking_seed42,PKLR,effect_size,3,251,0.5426543008022479
bilstm_ranking_seed42,PKLR,gc_context,0,315,0.03505794508883619
bilstm_ranking_seed42,PKLR,gc_context,1,263,0.2704394399676651
bilstm_ranking_seed42,PKLR,gc_context,2,222,0.4176096075791562
bilstm_ranking_seed42,PKLR,gc_context,3,225,0.5604833298830005
bilstm_ranking_seed42,SORT1,position,0,309,-0.11399747763086823
bilstm_ranking_seed42,SORT1,position,1,215,0.15372562952137958
bilstm_ranking_seed42,SORT1,position,2,216,0.15243801180570654
bilstm_ranking_seed42,SORT1,position,3,265,0.03118676207459372
bilstm_ranking_seed42,SORT1,position,4,355,0.3663235384603663
bilstm_ranking_seed42,SORT1,mutation_type,False,905,0.15103195678586998
bilstm_ranking_seed42,SORT1,mutation_type,True,455,0.15387870606345797
bilstm_ranking_seed42,SORT1,effect_size,0,363,-0.09448882719992686
bilstm_ranking_seed42,SORT1,effect_size,1,320,0.0640814221339459
bilstm_ranking_seed42,SORT1,effect_size,2,347,0.20630466105475914
bilstm_ranking_seed42,SORT1,effect_size,3,330,0.13999115917000277
bilstm_ranking_seed42,SORT1,gc_context,0,439,0.038314202910465486
bilstm_ranking_seed42,SORT1,gc_context,1,394,0.21116169731805406
bilstm_ranking_seed42,SORT1,gc_context,2,273,0.22994144271191347
bilstm_ranking_seed42,SORT1,gc_context,3,254,0.21549566414875834
bilstm_ranking_seed42,TERT-GBM,position,0,96,0.29156477127458785
bilstm_ranking_seed42,TERT-GBM,position,1,144,0.46068654322438063
bilstm_ranking_seed42,TERT-GBM,position,2,144,0.3665609892474666
bilstm_ranking_seed42,TERT-GBM,position,3,96,0.7174098898967035
bilstm_ranking_seed42,TERT-GBM,position,4,95,0.22953500516925845
bilstm_ranking_seed42,TERT-GBM,mutation_type,False,383,0.4089206271564975
bilstm_ranking_seed42,TERT-GBM,mutation_type,True,192,0.42002105714710447
bilstm_ranking_seed42,TERT-GBM,effect_size,0,150,0.06941915626930115
bilstm_ranking_seed42,TERT-GBM,effect_size,1,147,0.21252527573668364
bilstm_ranking_seed42,TERT-GBM,effect_size,2,139,0.293427347202986
bilstm_ranking_seed42,TERT-GBM,effect_size,3,139,0.5318711340410922
bilstm_ranking_seed42,TERT-GBM,gc_context,0,186,0.4914465951629792
bilstm_ranking_seed42,TERT-GBM,gc_context,1,119,0.3026655836835202
bilstm_ranking_seed42,TERT-GBM,gc_context,2,243,0.40316870036097596
bilstm_ranking_seed42,TERT-GBM,gc_context,3,27,0.6117216117216117
bilstm_ranking_seed42,TERT-HEK293T,position,0,96,-0.030219763533922528
bilstm_ranking_seed42,TERT-HEK293T,position,1,144,0.38281063482943767
bilstm_ranking_seed42,TERT-HEK293T,position,2,144,0.2514023024065043
bilstm_ranking_seed42,TERT-HEK293T,position,3,96,0.6214521565195181
bilstm_ranking_seed42,TERT-HEK293T,position,4,95,-0.03128406580551502
bilstm_ranking_seed42,TERT-HEK293T,mutation_type,False,383,0.2309178695762829
bilstm_ranking_seed42,TERT-HEK293T,mutation_type,True,192,0.34531888194701893
bilstm_ranking_seed42,TERT-HEK293T,effect_size,0,159,0.013749055778009592
bilstm_ranking_seed42,TERT-HEK293T,effect_size,1,153,0.09434136880817118
bilstm_ranking_seed42,TERT-HEK293T,effect_size,2,119,0.11500098514990477
bilstm_ranking_seed42,TERT-HEK293T,effect_size,3,144,0.434613954255877
bilstm_ranking_seed42,TERT-HEK293T,gc_context,0,186,0.2994624969394335
bilstm_ranking_seed42,TERT-HEK293T,gc_context,1,119,0.15811780055777455
bilstm_ranking_seed42,TERT-HEK293T,gc_context,2,243,0.26072172692205203
bilstm_ranking_seed42,TERT-HEK293T,gc_context,3,27,0.4706781574602515
bilstm_ranking_seed42,ZFAND3,position,0,288,0.21730113120290934
bilstm_ranking_seed42,ZFAND3,position,1,240,0.35745450573428816
bilstm_ranking_seed42,ZFAND3,position,2,192,0.2029113395300556
bilstm_ranking_seed42,ZFAND3,position,3,239,0.03919141275359742
bilstm_ranking_seed42,ZFAND3,position,4,288,0.16203932065933535
bilstm_ranking_seed42,ZFAND3,mutation_type,False,831,0.17378452997448468
bilstm_ranking_seed42,ZFAND3,mutation_type,True,416,0.17791177079477838
bilstm_ranking_seed42,ZFAND3,effect_size,0,386,0.06017237840409046
bilstm_ranking_seed42,ZFAND3,effect_size,1,244,0.038491099843002016
bilstm_ranking_seed42,ZFAND3,effect_size,2,316,0.2071873713419373
bilstm_ranking_seed42,ZFAND3,effect_size,3,301,0.2608576051220726
bilstm_ranking_seed42,ZFAND3,gc_context,0,336,0.2894007947556339
bilstm_ranking_seed42,ZFAND3,gc_context,1,477,0.13021955490287435
bilstm_ranking_seed42,ZFAND3,gc_context,2,240,0.13007895440583347
bilstm_ranking_seed42,ZFAND3,gc_context,3,194,0.21250653753682777
bilstm_contrastive_only_seed42,F9,position,0,144,0.18827067673384704
bilstm_contrastive_only_seed42,F9,position,1,105,0.7441338657052099
bilstm_contrastive_only_seed42,F9,position,2,126,-0.006339135919731825
bilstm_contrastive_only_seed42,F9,position,3,170,0.31812297615984625
bilstm_contrastive_only_seed42,F9,position,4,126,0.551389957615371
bilstm_contrastive_only_seed42,F9,mutation_type,False,447,0.3950165909689451
bilstm_contrastive_only_seed42,F9,mutation_type,True,224,0.4621076677414562
bilstm_contrastive_only_seed42,F9,effect_size,0,171,0.136013933694899
bilstm_contrastive_only_seed42,F9,effect_size,1,168,0.30214999477937404
bilstm_contrastive_only_seed42,F9,effect_size,2,169,0.3382870895572156
bilstm_contrastive_only_seed42,F9,effect_size,3,163,0.6229848764300667
bilstm_contrastive_only_seed42,F9,gc_context,0,206,0.3895421071149704
bilstm_contrastive_only_seed42,F9,gc_context,1,162,0.6711632610953783
bilstm_contrastive_only_seed42,F9,gc_context,2,225,0.22196887151135994
bilstm_contrastive_only_seed42,F9,gc_context,3,78,0.2792660252614672
bilstm_contrastive_only_seed42,GP1BB,position,0,186,0.04645588753788727
bilstm_contrastive_only_seed42,GP1BB,position,1,150,0.6439155469659321
bilstm_contrastive_only_seed42,GP1BB,position,2,168,0.4438985264260454
bilstm_contrastive_only_seed42,GP1BB,position,3,183,0.3201111229670741
bilstm_contrastive_only_seed42,GP1BB,position,4,182,-0.06537044925122217
bilstm_contrastive_only_seed42,GP1BB,mutation_type,False,579,0.30679778936534935
bilstm_contrastive_only_seed42,GP1BB,mutation_type,True,290,0.3159496463106612
bilstm_contrastive_only_seed42,GP1BB,effect_size,0,239,-0.0934666573975989
bilstm_contrastive_only_seed42,GP1BB,effect_size,1,210,0.013373037142420477
bilstm_contrastive_only_seed42,GP1BB,effect_size,2,207,0.12002253359734658
bilstm_contrastive_only_seed42,GP1BB,effect_size,3,213,0.5986662477732002
bilstm_contrastive_only_seed42,GP1BB,gc_context,0,239,0.21948075285660698
bilstm_contrastive_only_seed42,GP1BB,gc_context,1,228,0.10925996549926772
bilstm_contrastive_only_seed42,GP1BB,gc_context,2,276,0.359038835852167
bilstm_contrastive_only_seed42,GP1BB,gc_context,3,126,0.6663236540588028
bilstm_contrastive_only_seed42,HBB,position,0,60,-0.1763136137955338
bilstm_contrastive_only_seed42,HBB,position,1,105,0.08024235292679992
bilstm_contrastive_only_seed42,HBB,position,2,75,0.32378115127889684
bilstm_contrastive_only_seed42,HBB,position,3,87,0.6666090085336238
bilstm_contrastive_only_seed42,HBB,position,4,105,0.40461110586281307
bilstm_contrastive_only_seed42,HBB,mutation_type,False,288,0.3292090268682172
bilstm_contrastive_only_seed42,HBB,mutation_type,True,144,0.3116400138489872
bilstm_contrastive_only_seed42,HBB,effect_size,0,109,-0.03403702663764866
bilstm_contrastive_only_seed42,HBB,effect_size,1,108,0.04612082823768896
bilstm_contrastive_only_seed42,HBB,effect_size,2,115,0.399801131164709
bilstm_contrastive_only_seed42,HBB,effect_size,3,100,0.5380773701688503
bilstm_contrastive_only_seed42,HBB,gc_context,0,156,-0.07169683816059244
bilstm_contrastive_only_seed42,HBB,gc_context,1,99,0.2889022941920727
bilstm_contrastive_only_seed42,HBB,gc_context,2,84,0.5590754729731185
bilstm_contrastive_only_seed42,HBB,gc_context,3,93,0.6604370092100996
bilstm_contrastive_only_seed42,HBG1,position,0,117,0.03759653848310236
bilstm_contrastive_only_seed42,HBG1,position,1,117,0.1597532642346387
bilstm_contrastive_only_seed42,HBG1,position,2,117,0.30559298250467615
bilstm_contrastive_only_seed42,HBG1,position,3,165,0.49713222800017143
bilstm_contrastive_only_seed42,HBG1,position,4,117,0.38742400757598017
bilstm_contrastive_only_seed42,HBG1,mutation_type,False,422,0.33218832039943763
bilstm_contrastive_only_seed42,HBG1,mutation_type,True,211,0.3165892771112723
bilstm_contrastive_only_seed42,HBG1,effect_size,0,184,0.1250199251300341
bilstm_contrastive_only_seed42,HBG1,effect_size,1,141,0.05673794628173371
bilstm_contrastive_only_seed42,HBG1,effect_size,2,150,0.22398757012701886
bilstm_contrastive_only_seed42,HBG1,effect_size,3,158,0.4974864593056745
bilstm_contrastive_only_seed42,HBG1,gc_context,0,198,0.18176547129274415
bilstm_contrastive_only_seed42,HBG1,gc_context,1,219,0.40856493401191146
bilstm_contrastive_only_seed42,HBG1,gc_context,2,84,0.26027061102477733
bilstm_contrastive_only_seed42,HBG1,gc_context,3,132,0.3912715899012434
bilstm_contrastive_only_seed42,HNF4A,position,0,144,0.14980413528797212
bilstm_contrastive_only_seed42,HNF4A,position,1,135,0.13797154966269723
bilstm_contrastive_only_seed42,HNF4A,position,2,162,0.22246917544832548
bilstm_contrastive_only_seed42,HNF4A,position,3,87,0.2895243201559936
bilstm_contrastive_only_seed42,HNF4A,position,4,144,0.03727591007210139
bilstm_contrastive_only_seed42,HNF4A,mutation_type,False,448,0.17209057490938884
bilstm_contrastive_only_seed42,HNF4A,mutation_type,True,224,0.25280609859769726
bilstm_contrastive_only_seed42,HNF4A,effect_size,0,168,-0.04529588963899839
bilstm_contrastive_only_seed42,HNF4A,effect_size,1,229,0.1179946804871323
bilstm_contrastive_only_seed42,HNF4A,effect_size,2,128,0.18978881459128508
bilstm_contrastive_only_seed42,HNF4A,effect_size,3,147,0.3828915198457805
bilstm_contrastive_only_seed42,HNF4A,gc_context,0,189,0.18966877904509047
bilstm_contrastive_only_seed42,HNF4A,gc_context,1,150,0.279297501932247
bilstm_contrastive_only_seed42,HNF4A,gc_context,2,222,0.167929527101069
bilstm_contrastive_only_seed42,HNF4A,gc_context,3,111,-0.00671162107781155
bilstm_contrastive_only_seed42,IRF4,position,0,168,0.1279933493080814
bilstm_contrastive_only_seed42,IRF4,position,1,216,0.27378475042068434
bilstm_contrastive_only_seed42,IRF4,position,2,162,0.21632416905185473
bilstm_contrastive_only_seed42,IRF4,position,3,213,0.20011825149711046
bilstm_contrastive_only_seed42,IRF4,position,4,213,0.31609560887813115
bilstm_contrastive_only_seed42,IRF4,mutation_type,False,648,0.1822266473868672
bilstm_contrastive_only_seed42,IRF4,mutation_type,True,324,0.15306464151774044
bilstm_contrastive_only_seed42,IRF4,effect_size,0,245,0.14158898017765337
bilstm_contrastive_only_seed42,IRF4,effect_size,1,243,0.16327128083474465
bilstm_contrastive_only_seed42,IRF4,effect_size,2,241,0.0899190485328648
bilstm_contrastive_only_seed42,IRF4,effect_size,3,243,0.364862732087579
bilstm_contrastive_only_seed42,IRF4,gc_context,0,291,0.22973297687992592
bilstm_contrastive_only_seed42,IRF4,gc_context,1,273,0.2257811180543861
bilstm_contrastive_only_seed42,IRF4,gc_context,2,261,0.08378207458648518
bilstm_contrastive_only_seed42,IRF4,gc_context,3,147,0.10535384502490426
bilstm_contrastive_only_seed42,IRF6,position,0,312,0.3788985357460608
bilstm_contrastive_only_seed42,IRF6,position,1,357,0.06725328698025851
bilstm_contrastive_only_seed42,IRF6,position,2,236,0.11288468990856487
bilstm_contrastive_only_seed42,IRF6,position,3,190,0.2703169005202564
bilstm_contrastive_only_seed42,IRF6,position,4,262,0.22331618205551648
bilstm_contrastive_only_seed42,IRF6,mutation_type,False,900,0.20775371978549698
bilstm_contrastive_only_seed42,IRF6,mutation_type,True,457,0.24118305440423113
bilstm_contrastive_only_seed42,IRF6,effect_size,0,425,0.06806409613020889
bilstm_contrastive_only_seed42,IRF6,effect_size,1,290,0.11295981818724088
bilstm_contrastive_only_seed42,IRF6,effect_size,2,304,0.3137495687559895
bilstm_contrastive_only_seed42,IRF6,effect_size,3,338,0.2358687468963763
bilstm_contrastive_only_seed42,IRF6,gc_context,0,542,0.2922501512894607
bilstm_contrastive_only_seed42,IRF6,gc_context,1,210,0.31194829552301345
bilstm_contrastive_only_seed42,IRF6,gc_context,2,424,0.06911023939645786
bilstm_contrastive_only_seed42,IRF6,gc_context,3,181,0.2424095255185909
bilstm_contrastive_only_seed42,LDLR,position,0,144,0.1153495198779817
bilstm_contrastive_only_seed42,LDLR,position,1,123,0.6101798216087467
bilstm_contrastive_only_seed42,LDLR,position,2,135,0.4906614771740559
bilstm_contrastive_only_seed42,LDLR,position,3,174,0.45209233606346244
bilstm_contrastive_only_seed42,LDLR,position,4,141,-0.0004973423538187414
bilstm_contrastive_only_seed42,LDLR,mutation_type,False,478,0.3323635609433316
bilstm_contrastive_only_seed42,LDLR,mutation_type,True,239,0.4417471704165537
bilstm_contrastive_only_seed42,LDLR,effect_size,0,202,-0.037102660631485325
bilstm_contrastive_only_seed42,LDLR,effect_size,1,171,0.10424820816149272
bilstm_contrastive_only_seed42,LDLR,effect_size,2,168,0.3530119091257363
bilstm_contrastive_only_seed42,LDLR,effect_size,3,176,0.49902512247451136
bilstm_contrastive_only_seed42,LDLR,gc_context,0,198,0.2864369575472022
bilstm_contrastive_only_seed42,LDLR,gc_context,1,207,0.3861000264373627
bilstm_contrastive_only_seed42,LDLR,gc_context,2,222,0.4892936951108237
bilstm_contrastive_only_seed42,LDLR,gc_context,3,90,0.10539773751389155
bilstm_contrastive_only_seed42,MSMB,position,0,300,0.18728516295277922
bilstm_contrastive_only_seed42,MSMB,position,1,201,0.2129838313091023
bilstm_contrastive_only_seed42,MSMB,position,2,345,0.08038019852358982
bilstm_contrastive_only_seed42,MSMB,position,3,297,0.1371926156699905
bilstm_contrastive_only_seed42,MSMB,position,4,201,0.2896848588365185
bilstm_contrastive_only_seed42,MSMB,mutation_type,False,896,0.19566827239860218
bilstm_contrastive_only_seed42,MSMB,mutation_type,True,448,0.18229070083232457
bilstm_contrastive_only_seed42,MSMB,effect_size,0,438,0.06471906426969946
bilstm_contrastive_only_seed42,MSMB,effect_size,1,270,0.19860715075079952
bilstm_contrastive_only_seed42,MSMB,effect_size,2,311,0.16457916329690706
bilstm_contrastive_only_seed42,MSMB,effect_size,3,325,0.2684979987416606
bilstm_contrastive_only_seed42,MSMB,gc_context,0,528,0.17460311697659558
bilstm_contrastive_only_seed42,MSMB,gc_context,1,225,0.2468931653588812
bilstm_contrastive_only_seed42,MSMB,gc_context,2,324,0.10452051698404677
bilstm_contrastive_only_seed42,MSMB,gc_context,3,267,0.2571546965266493
bilstm_contrastive_only_seed42,MYCrs6983267,position,0,302,0.2543711001656212
bilstm_contrastive_only_seed42,MYCrs6983267,position,1,270,0.13495352197600088
bilstm_contrastive_only_seed42,MYCrs6983267,position,2,285,0.2085528555460529
bilstm_contrastive_only_seed42,MYCrs6983267,position,3,303,-0.039859362529241556
bilstm_contrastive_only_seed42,MYCrs6983267,position,4,204,0.0813998359479753
bilstm_contrastive_only_seed42,MYCrs6983267,mutation_type,False,907,0.09423666048843393
bilstm_contrastive_only_seed42,MYCrs6983267,mutation_type,True,457,0.20698653814868148
bilstm_contrastive_only_seed42,MYCrs6983267,effect_size,0,483,0.0024333803770952875
bilstm_contrastive_only_seed42,MYCrs6983267,effect_size,1,297,0.006831364877321878
bilstm_contrastive_only_seed42,MYCrs6983267,effect_size,2,285,0.14835342515203306
bilstm_contrastive_only_seed42,MYCrs6983267,effect_size,3,299,0.25314455642412553
bilstm_contrastive_only_seed42,MYCrs6983267,gc_context,0,550,0.029076746590076842
bilstm_contrastive_only_seed42,MYCrs6983267,gc_context,1,255,0.07848648008144865
bilstm_contrastive_only_seed42,MYCrs6983267,gc_context,2,248,0.2575571132478623
bilstm_contrastive_only_seed42,MYCrs6983267,gc_context,3,311,0.25153599431115387
bilstm_contrastive_only_seed42,PKLR,position,0,236,0.17876276092169427
bilstm_contrastive_only_seed42,PKLR,position,1,185,0.4844065984709084
bilstm_contrastive_only_seed42,PKLR,position,2,186,-0.15424531855898652
bilstm_contrastive_only_seed42,PKLR,position,3,231,0.10979934859374123
bilstm_contrastive_only_seed42,PKLR,position,4,187,0.22123087713708844
bilstm_contrastive_only_seed42,PKLR,mutation_type,False,682,0.18019073280273493
bilstm_contrastive_only_seed42,PKLR,mutation_type,True,343,0.14128348972289653
bilstm_contrastive_only_seed42,PKLR,effect_size,0,272,-0.018673278772059636
bilstm_contrastive_only_seed42,PKLR,effect_size,1,261,0.05373621958881436
bilstm_contrastive_only_seed42,PKLR,effect_size,2,241,0.0387647063574569
bilstm_contrastive_only_seed42,PKLR,effect_size,3,251,0.3480715162075411
bilstm_contrastive_only_seed42,PKLR,gc_context,0,315,-0.08828281928188879
bilstm_contrastive_only_seed42,PKLR,gc_context,1,263,0.24521982291409047
bilstm_contrastive_only_seed42,PKLR,gc_context,2,222,0.26986725771469144
bilstm_contrastive_only_seed42,PKLR,gc_context,3,225,0.2984641952195074
bilstm_contrastive_only_seed42,SORT1,position,0,309,0.036882219243285067
bilstm_contrastive_only_seed42,SORT1,position,1,215,0.46623178175217267
bilstm_contrastive_only_seed42,SORT1,position,2,216,0.288089705563078
bilstm_contrastive_only_seed42,SORT1,position,3,265,0.3757820718399198
bilstm_contrastive_only_seed42,SORT1,position,4,355,0.5182775847497625
bilstm_contrastive_only_seed42,SORT1,mutation_type,False,905,0.36799193348715165
bilstm_contrastive_only_seed42,SORT1,mutation_type,True,455,0.37615386592518224
bilstm_contrastive_only_seed42,SORT1,effect_size,0,363,0.033161189136790864
bilstm_contrastive_only_seed42,SORT1,effect_size,1,320,0.07032619767265295
bilstm_contrastive_only_seed42,SORT1,effect_size,2,347,0.36499718370571416
bilstm_contrastive_only_seed42,SORT1,effect_size,3,330,0.4020323792054534
bilstm_contrastive_only_seed42,SORT1,gc_context,0,439,0.45103430900489766
bilstm_contrastive_only_seed42,SORT1,gc_context,1,394,0.28562012947152726
bilstm_contrastive_only_seed42,SORT1,gc_context,2,273,0.3030290667818877
bilstm_contrastive_only_seed42,SORT1,gc_context,3,254,0.3273564814300044
bilstm_contrastive_only_seed42,TERT-GBM,position,0,96,0.12856586346967083
bilstm_contrastive_only_seed42,TERT-GBM,position,1,144,0.646157279159613
bilstm_contrastive_only_seed42,TERT-GBM,position,2,144,0.40528778283368405
bilstm_contrastive_only_seed42,TERT-GBM,position,3,96,0.7951052141046121
bilstm_contrastive_only_seed42,TERT-GBM,position,4,95,0.3085586973342951
bilstm_contrastive_only_seed42,TERT-GBM,mutation_type,False,383,0.5071111905846594
bilstm_contrastive_only_seed42,TERT-GBM,mutation_type,True,192,0.4578390531724289
bilstm_contrastive_only_seed42,TERT-GBM,effect_size,0,150,0.0916834593528489
bilstm_contrastive_only_seed42,TERT-GBM,effect_size,1,147,0.20222729440918677
bilstm_contrastive_only_seed42,TERT-GBM,effect_size,2,139,0.35154055899010395
bilstm_contrastive_only_seed42,TERT-GBM,effect_size,3,139,0.6414781120160695
bilstm_contrastive_only_seed42,TERT-GBM,gc_context,0,186,0.552321281427847
bilstm_contrastive_only_seed42,TERT-GBM,gc_context,1,119,0.3496717748199347
bilstm_contrastive_only_seed42,TERT-GBM,gc_context,2,243,0.47954438864490734
